,Meta Data,Technical Analysis: EMA
2009-03-09,,{'EMA': '12.7392'}
2009-03-06,,{'EMA': '12.8716'}
2009-03-05,,{'EMA': '13.0053'}
2009-03-04,,{'EMA': '13.1148'}
2009-03-03,,{'EMA': '13.2172'}
2009-03-02,,{'EMA': '13.3366'}
2009-02-27,,{'EMA': '13.4660'}
2009-02-26,,{'EMA': '13.5893'}
2009-02-25,,{'EMA': '13.6678'}
2009-02-24,,{'EMA': '13.7564'}
2009-02-23,,{'EMA': '13.8531'}
2009-02-20,,{'EMA': '13.8851'}
2009-02-19,,{'EMA': '13.9414'}
2009-02-18,,{'EMA': '13.9613'}
2009-02-17,,{'EMA': '13.9887'}
2009-02-13,,{'EMA': '13.9991'}
2009-02-12,,{'EMA': '13.9622'}
2009-02-11,,{'EMA': '13.9439'}
2009-02-10,,{'EMA': '13.9246'}
2009-02-09,,{'EMA': '13.8818'}
2009-02-06,,{'EMA': '13.8018'}
2009-02-05,,{'EMA': '13.7579'}
2009-02-04,,{'EMA': '13.7527'}
2009-02-03,,{'EMA': '13.7456'}
2009-02-02,,{'EMA': '13.7893'}
2009-01-30,,{'EMA': '13.8999'}
2009-01-29,,{'EMA': '13.9672'}
2009-01-28,,{'EMA': '14.0382'}
2009-01-27,,{'EMA': '14.1148'}
2009-01-26,,{'EMA': '14.1998'}
2009-01-23,,{'EMA': '14.3306'}
2009-01-22,,{'EMA': '14.4976'}
2009-01-21,,{'EMA': '14.6022'}
2009-01-20,,{'EMA': '14.6562'}
2009-01-16,,{'EMA': '14.6709'}
2009-01-15,,{'EMA': '14.6743'}
2009-01-14,,{'EMA': '14.7183'}
2009-01-13,,{'EMA': '14.7340'}
2009-01-12,,{'EMA': '14.7519'}
2009-01-09,,{'EMA': '14.7575'}
2009-01-08,,{'EMA': '14.7293'}
2009-01-07,,{'EMA': '14.7386'}
2009-01-06,,{'EMA': '14.7070'}
2009-01-05,,{'EMA': '14.6306'}
2009-01-02,,{'EMA': '14.5875'}
2008-12-31,,{'EMA': '14.5898'}
2008-12-30,,{'EMA': '14.6090'}
2008-12-29,,{'EMA': '14.6525'}
2008-12-26,,{'EMA': '14.6899'}
2008-12-24,,{'EMA': '14.7273'}
2008-12-23,,{'EMA': '14.7639'}
2008-12-22,,{'EMA': '14.8028'}
2008-12-19,,{'EMA': '14.8485'}
2008-12-18,,{'EMA': '14.8652'}
2008-12-17,,{'EMA': '14.8709'}
2008-12-16,,{'EMA': '14.8809'}
2008-12-15,,{'EMA': '14.9367'}
2008-12-12,,{'EMA': '14.9883'}
2008-12-11,,{'EMA': '15.0593'}
2008-12-10,,{'EMA': '15.0657'}
2008-12-09,,{'EMA': '15.0199'}
2008-12-08,,{'EMA': '14.9845'}
2008-12-05,,{'EMA': '14.9656'}
2008-12-04,,{'EMA': '15.0522'}
2008-12-03,,{'EMA': '15.1109'}
2008-12-02,,{'EMA': '15.2314'}
2008-12-01,,{'EMA': '15.3386'}
2008-11-28,,{'EMA': '15.3905'}
2008-11-26,,{'EMA': '15.4212'}
2008-11-25,,{'EMA': '15.4922'}
2008-11-24,,{'EMA': '15.4860'}
2008-11-21,,{'EMA': '15.5516'}
2008-11-20,,{'EMA': '15.7631'}
2008-11-19,,{'EMA': '15.9888'}
2008-11-18,,{'EMA': '16.1240'}
2008-11-17,,{'EMA': '16.2824'}
2008-11-14,,{'EMA': '16.4485'}
2008-11-13,,{'EMA': '16.5704'}
2008-11-12,,{'EMA': '16.7349'}
2008-11-11,,{'EMA': '16.8611'}
2008-11-10,,{'EMA': '16.9702'}
2008-11-07,,{'EMA': '17.0492'}
2008-11-06,,{'EMA': '17.1749'}
2008-11-05,,{'EMA': '17.2724'}
2008-11-04,,{'EMA': '17.2716'}
2008-11-03,,{'EMA': '17.2855'}
2008-10-31,,{'EMA': '17.3489'}
2008-10-30,,{'EMA': '17.4149'}
2008-10-29,,{'EMA': '17.4017'}
2008-10-28,,{'EMA': '17.4286'}
2008-10-27,,{'EMA': '17.5685'}
2008-10-24,,{'EMA': '17.7203'}
2008-10-23,,{'EMA': '17.9324'}
2008-10-22,,{'EMA': '18.1294'}
2008-10-21,,{'EMA': '18.2357'}
2008-10-20,,{'EMA': '18.2593'}
2008-10-17,,{'EMA': '18.2927'}
2008-10-16,,{'EMA': '18.3765'}
2008-10-15,,{'EMA': '18.5153'}
2008-10-14,,{'EMA': '18.6055'}
2008-10-13,,{'EMA': '18.5668'}
2008-10-10,,{'EMA': '18.7302'}
2008-10-09,,{'EMA': '18.9892'}
2008-10-08,,{'EMA': '19.1279'}
2008-10-07,,{'EMA': '19.3444'}
2008-10-06,,{'EMA': '19.4286'}
2008-10-03,,{'EMA': '19.4730'}
2008-10-02,,{'EMA': '19.4674'}
2008-10-01,,{'EMA': '19.4749'}
2008-09-30,,{'EMA': '19.4684'}
2008-09-29,,{'EMA': '19.5064'}
2008-09-26,,{'EMA': '19.4616'}
2008-09-25,,{'EMA': '19.4693'}
2008-09-24,,{'EMA': '19.5037'}
2008-09-23,,{'EMA': '19.5594'}
2008-09-22,,{'EMA': '19.6146'}
2008-09-19,,{'EMA': '19.6339'}
2008-09-18,,{'EMA': '19.6441'}
2008-09-17,,{'EMA': '19.7715'}
2008-09-16,,{'EMA': '19.8428'}
2008-09-15,,{'EMA': '19.8946'}
2008-09-12,,{'EMA': '19.8900'}
2008-09-11,,{'EMA': '19.8687'}
2008-09-10,,{'EMA': '19.9223'}
2008-09-09,,{'EMA': '19.9502'}
2008-09-08,,{'EMA': '20.0046'}
2008-09-05,,{'EMA': '20.0636'}
2008-09-04,,{'EMA': '20.1419'}
2008-09-03,,{'EMA': '20.1788'}
2008-09-02,,{'EMA': '20.1960'}
2008-08-29,,{'EMA': '20.1664'}
2008-08-28,,{'EMA': '20.1327'}
2008-08-27,,{'EMA': '20.1009'}
2008-08-26,,{'EMA': '20.0859'}
2008-08-25,,{'EMA': '20.0516'}
2008-08-22,,{'EMA': '20.0116'}
2008-08-21,,{'EMA': '19.9958'}
2008-08-20,,{'EMA': '19.9881'}
2008-08-19,,{'EMA': '19.9473'}
2008-08-18,,{'EMA': '19.9021'}
2008-08-15,,{'EMA': '19.8429'}
2008-08-14,,{'EMA': '19.7630'}
2008-08-13,,{'EMA': '19.6868'}
2008-08-12,,{'EMA': '19.5847'}
2008-08-11,,{'EMA': '19.4937'}
2008-08-08,,{'EMA': '19.3877'}
2008-08-07,,{'EMA': '19.3088'}
2008-08-06,,{'EMA': '19.2551'}
2008-08-05,,{'EMA': '19.2086'}
2008-08-04,,{'EMA': '19.2357'}
2008-08-01,,{'EMA': '19.2884'}
2008-07-31,,{'EMA': '19.3028'}
2008-07-30,,{'EMA': '19.3260'}
2008-07-29,,{'EMA': '19.3272'}
2008-07-28,,{'EMA': '19.3772'}
2008-07-25,,{'EMA': '19.4019'}
2008-07-24,,{'EMA': '19.4491'}
2008-07-23,,{'EMA': '19.4699'}
2008-07-22,,{'EMA': '19.5047'}
2008-07-21,,{'EMA': '19.5695'}
2008-07-18,,{'EMA': '19.6327'}
2008-07-17,,{'EMA': '19.6572'}
2008-07-16,,{'EMA': '19.5882'}
2008-07-15,,{'EMA': '19.6237'}
2008-07-14,,{'EMA': '19.7469'}
2008-07-11,,{'EMA': '19.8691'}
2008-07-10,,{'EMA': '20.0035'}
2008-07-09,,{'EMA': '20.1463'}
2008-07-08,,{'EMA': '20.2612'}
2008-07-07,,{'EMA': '20.3766'}
2008-07-03,,{'EMA': '20.4887'}
2008-07-02,,{'EMA': '20.6305'}
2008-07-01,,{'EMA': '20.7105'}
2008-06-30,,{'EMA': '20.7734'}
2008-06-27,,{'EMA': '20.8109'}
2008-06-26,,{'EMA': '20.8499'}
2008-06-25,,{'EMA': '20.8729'}
2008-06-24,,{'EMA': '20.9093'}
2008-06-23,,{'EMA': '20.9419'}
2008-06-20,,{'EMA': '20.9498'}
2008-06-19,,{'EMA': '20.9562'}
2008-06-18,,{'EMA': '20.9485'}
2008-06-17,,{'EMA': '20.9364'}
2008-06-16,,{'EMA': '20.8906'}
2008-06-13,,{'EMA': '20.8394'}
2008-06-12,,{'EMA': '20.8127'}
2008-06-11,,{'EMA': '20.8726'}
2008-06-10,,{'EMA': '20.9052'}
2008-06-09,,{'EMA': '20.9780'}
2008-06-06,,{'EMA': '21.0389'}
2008-06-05,,{'EMA': '21.0786'}
2008-06-04,,{'EMA': '21.1421'}
2008-06-03,,{'EMA': '21.2460'}
2008-06-02,,{'EMA': '21.3086'}
2008-05-30,,{'EMA': '21.3561'}
2008-05-29,,{'EMA': '21.4017'}
2008-05-28,,{'EMA': '21.4644'}
2008-05-27,,{'EMA': '21.5038'}
2008-05-23,,{'EMA': '21.5848'}
2008-05-22,,{'EMA': '21.6592'}
2008-05-21,,{'EMA': '21.7387'}
2008-05-20,,{'EMA': '21.7879'}
2008-05-19,,{'EMA': '21.8066'}
2008-05-16,,{'EMA': '21.7821'}
2008-05-15,,{'EMA': '21.7117'}
2008-05-14,,{'EMA': '21.6733'}
2008-05-13,,{'EMA': '21.6311'}
2008-05-12,,{'EMA': '21.5796'}
2008-05-09,,{'EMA': '21.5802'}
2008-05-08,,{'EMA': '21.5956'}
2008-05-07,,{'EMA': '21.6045'}
2008-05-06,,{'EMA': '21.5826'}
2008-05-05,,{'EMA': '21.6093'}
2008-05-02,,{'EMA': '21.5688'}
2008-05-01,,{'EMA': '21.5537'}
2008-04-30,,{'EMA': '21.6157'}
2008-04-29,,{'EMA': '21.6641'}
2008-04-28,,{'EMA': '21.7136'}
2008-04-25,,{'EMA': '21.6946'}
2008-04-24,,{'EMA': '21.6575'}
2008-04-23,,{'EMA': '21.4984'}
2008-04-22,,{'EMA': '21.4101'}
2008-04-21,,{'EMA': '21.2997'}
2008-04-18,,{'EMA': '21.2099'}
2008-04-17,,{'EMA': '21.1265'}
2008-04-16,,{'EMA': '21.0987'}
2008-04-15,,{'EMA': '21.1116'}
2008-04-14,,{'EMA': '21.1573'}
2008-04-11,,{'EMA': '21.1973'}
2008-04-10,,{'EMA': '21.1950'}
2008-04-09,,{'EMA': '21.1955'}
2008-04-08,,{'EMA': '21.1972'}
2008-04-07,,{'EMA': '21.1898'}
2008-04-04,,{'EMA': '21.1367'}
2008-04-03,,{'EMA': '21.1093'}
2008-04-02,,{'EMA': '21.0842'}
2008-04-01,,{'EMA': '21.0191'}
2008-03-31,,{'EMA': '21.0020'}
2008-03-28,,{'EMA': '21.0529'}
2008-03-27,,{'EMA': '21.0832'}
2008-03-26,,{'EMA': '21.0982'}
2008-03-25,,{'EMA': '21.0742'}
2008-03-24,,{'EMA': '21.0258'}
2008-03-20,,{'EMA': '20.9725'}
2008-03-19,,{'EMA': '20.9573'}
2008-03-18,,{'EMA': '20.8998'}
2008-03-17,,{'EMA': '20.8824'}
2008-03-14,,{'EMA': '20.9640'}
2008-03-13,,{'EMA': '20.9494'}
2008-03-12,,{'EMA': '20.9466'}
2008-03-11,,{'EMA': '20.8781'}
2008-03-10,,{'EMA': '20.8784'}
2008-03-07,,{'EMA': '20.9207'}
2008-03-06,,{'EMA': '21.0032'}
2008-03-05,,{'EMA': '21.0410'}
2008-03-04,,{'EMA': '21.1054'}
2008-03-03,,{'EMA': '21.2299'}
2008-02-29,,{'EMA': '21.3507'}
2008-02-28,,{'EMA': '21.4453'}
2008-02-27,,{'EMA': '21.5303'}
2008-02-26,,{'EMA': '21.6113'}
2008-02-25,,{'EMA': '21.7335'}
2008-02-22,,{'EMA': '21.8745'}
2008-02-21,,{'EMA': '21.9862'}
2008-02-20,,{'EMA': '22.0812'}
2008-02-19,,{'EMA': '22.2202'}
2008-02-15,,{'EMA': '22.3253'}
2008-02-14,,{'EMA': '22.4851'}
2008-02-13,,{'EMA': '22.6191'}
2008-02-12,,{'EMA': '22.7855'}
2008-02-11,,{'EMA': '22.9825'}
2008-02-08,,{'EMA': '23.1926'}
2008-02-07,,{'EMA': '23.4406'}
2008-02-06,,{'EMA': '23.7097'}
2008-02-05,,{'EMA': '23.9368'}
2008-02-04,,{'EMA': '24.1406'}
2008-02-01,,{'EMA': '24.3223'}
2008-01-31,,{'EMA': '24.4804'}
2008-01-30,,{'EMA': '24.5921'}
2008-01-29,,{'EMA': '24.6673'}
2008-01-28,,{'EMA': '24.7289'}
2008-01-25,,{'EMA': '24.7842'}
2008-01-24,,{'EMA': '24.7073'}
2008-01-23,,{'EMA': '24.8095'}
2008-01-22,,{'EMA': '24.9856'}
2008-01-18,,{'EMA': '25.1749'}
2008-01-17,,{'EMA': '25.2645'}
2008-01-16,,{'EMA': '25.3352'}
2008-01-15,,{'EMA': '25.4219'}
2008-01-14,,{'EMA': '25.4725'}
2008-01-11,,{'EMA': '25.4967'}
2008-01-10,,{'EMA': '25.5467'}
2008-01-09,,{'EMA': '25.5864'}
2008-01-08,,{'EMA': '25.7025'}
2008-01-07,,{'EMA': '25.7314'}
2008-01-04,,{'EMA': '25.7749'}
2008-01-03,,{'EMA': '25.7759'}
2008-01-02,,{'EMA': '25.7748'}
2007-12-31,,{'EMA': '25.7318'}
2007-12-28,,{'EMA': '25.6765'}
2007-12-27,,{'EMA': '25.6010'}
2007-12-26,,{'EMA': '25.4997'}
2007-12-24,,{'EMA': '25.3838'}
2007-12-21,,{'EMA': '25.2769'}
2007-12-20,,{'EMA': '25.1761'}
2007-12-19,,{'EMA': '25.1099'}
2007-12-18,,{'EMA': '25.0810'}
2007-12-17,,{'EMA': '25.0528'}
2007-12-14,,{'EMA': '24.9933'}
2007-12-13,,{'EMA': '24.9264'}
2007-12-12,,{'EMA': '24.8945'}
2007-12-11,,{'EMA': '24.8499'}
2007-12-10,,{'EMA': '24.7921'}
2007-12-07,,{'EMA': '24.7351'}
2007-12-06,,{'EMA': '24.6745'}
2007-12-05,,{'EMA': '24.6336'}
2007-12-04,,{'EMA': '24.6705'}
2007-12-03,,{'EMA': '24.7405'}
2007-11-30,,{'EMA': '24.7618'}
2007-11-29,,{'EMA': '24.7544'}
2007-11-28,,{'EMA': '24.7712'}
2007-11-27,,{'EMA': '24.8044'}
2007-11-26,,{'EMA': '24.8489'}
2007-11-23,,{'EMA': '24.8378'}
2007-11-21,,{'EMA': '24.8059'}
2007-11-20,,{'EMA': '24.7678'}
2007-11-19,,{'EMA': '24.7384'}
2007-11-16,,{'EMA': '24.7258'}
2007-11-15,,{'EMA': '24.7192'}
2007-11-14,,{'EMA': '24.7193'}
2007-11-13,,{'EMA': '24.6565'}
2007-11-12,,{'EMA': '24.6664'}
2007-11-09,,{'EMA': '24.7013'}
2007-11-08,,{'EMA': '24.6768'}
2007-11-07,,{'EMA': '24.5463'}
2007-11-06,,{'EMA': '24.3705'}
2007-11-05,,{'EMA': '24.1371'}
2007-11-02,,{'EMA': '23.8679'}
2007-11-01,,{'EMA': '23.5383'}
2007-10-31,,{'EMA': '23.2260'}
2007-10-30,,{'EMA': '22.9562'}
2007-10-29,,{'EMA': '22.7434'}
2007-10-26,,{'EMA': '22.4742'}
2007-10-25,,{'EMA': '22.0935'}
2007-10-24,,{'EMA': '21.9987'}
2007-10-23,,{'EMA': '21.9471'}
2007-10-22,,{'EMA': '21.8975'}
2007-10-19,,{'EMA': '21.8890'}
2007-10-18,,{'EMA': '21.8088'}
2007-10-17,,{'EMA': '21.7112'}
2007-10-16,,{'EMA': '21.6380'}
2007-10-15,,{'EMA': '21.5948'}
2007-10-12,,{'EMA': '21.5582'}
2007-10-11,,{'EMA': '21.5223'}
2007-10-10,,{'EMA': '21.4627'}
2007-10-09,,{'EMA': '21.4165'}
2007-10-08,,{'EMA': '21.3664'}
2007-10-05,,{'EMA': '21.3384'}
2007-10-04,,{'EMA': '21.2900'}
2007-10-03,,{'EMA': '21.2609'}
2007-10-02,,{'EMA': '21.2186'}
2007-10-01,,{'EMA': '21.1729'}
2007-09-28,,{'EMA': '21.1400'}
2007-09-27,,{'EMA': '21.1017'}
2007-09-26,,{'EMA': '21.0465'}
2007-09-25,,{'EMA': '20.9850'}
2007-09-24,,{'EMA': '20.9567'}
2007-09-21,,{'EMA': '20.9497'}
2007-09-20,,{'EMA': '20.9501'}
2007-09-19,,{'EMA': '20.9665'}
2007-09-18,,{'EMA': '20.9561'}
2007-09-17,,{'EMA': '20.9570'}
2007-09-14,,{'EMA': '20.9515'}
2007-09-13,,{'EMA': '20.9353'}
2007-09-12,,{'EMA': '20.9079'}
2007-09-11,,{'EMA': '20.8960'}
2007-09-10,,{'EMA': '20.8961'}
2007-09-07,,{'EMA': '20.8933'}
2007-09-06,,{'EMA': '20.8938'}
2007-09-05,,{'EMA': '20.8958'}
2007-09-04,,{'EMA': '20.8944'}
2007-08-31,,{'EMA': '20.9038'}
2007-08-30,,{'EMA': '20.8995'}
2007-08-29,,{'EMA': '20.9153'}
2007-08-28,,{'EMA': '20.9574'}
2007-08-27,,{'EMA': '20.9892'}
2007-08-24,,{'EMA': '21.0001'}
2007-08-23,,{'EMA': '21.0412'}
2007-08-22,,{'EMA': '21.0799'}
2007-08-21,,{'EMA': '21.1246'}
2007-08-20,,{'EMA': '21.1862'}
2007-08-17,,{'EMA': '21.2481'}
2007-08-16,,{'EMA': '21.3228'}
2007-08-15,,{'EMA': '21.4203'}
2007-08-14,,{'EMA': '21.5086'}
2007-08-13,,{'EMA': '21.5597'}
2007-08-10,,{'EMA': '21.6110'}
2007-08-09,,{'EMA': '21.6703'}
2007-08-08,,{'EMA': '21.6817'}
2007-08-07,,{'EMA': '21.6884'}
2007-08-06,,{'EMA': '21.7242'}
2007-08-03,,{'EMA': '21.7820'}
2007-08-02,,{'EMA': '21.8185'}
2007-08-01,,{'EMA': '21.8774'}
2007-07-31,,{'EMA': '21.9583'}
2007-07-30,,{'EMA': '21.9934'}
2007-07-27,,{'EMA': '22.0542'}
2007-07-26,,{'EMA': '22.0829'}
2007-07-25,,{'EMA': '22.0919'}
2007-07-24,,{'EMA': '22.0473'}
2007-07-23,,{'EMA': '21.9968'}
2007-07-20,,{'EMA': '21.9158'}
2007-07-19,,{'EMA': '21.8419'}
2007-07-18,,{'EMA': '21.7680'}
2007-07-17,,{'EMA': '21.7259'}
2007-07-16,,{'EMA': '21.7152'}
2007-07-13,,{'EMA': '21.7224'}
2007-07-12,,{'EMA': '21.7172'}
2007-07-11,,{'EMA': '21.7391'}
2007-07-10,,{'EMA': '21.7865'}
2007-07-09,,{'EMA': '21.8051'}
2007-07-06,,{'EMA': '21.8140'}
2007-07-05,,{'EMA': '21.8202'}
2007-07-03,,{'EMA': '21.8168'}
2007-07-02,,{'EMA': '21.8323'}
2007-06-29,,{'EMA': '21.8577'}
2007-06-28,,{'EMA': '21.8711'}
2007-06-27,,{'EMA': '21.8866'}
2007-06-26,,{'EMA': '21.9400'}
2007-06-25,,{'EMA': '21.9849'}
2007-06-22,,{'EMA': '22.0402'}
2007-06-21,,{'EMA': '22.0624'}
2007-06-20,,{'EMA': '22.0887'}
2007-06-19,,{'EMA': '22.0837'}
2007-06-18,,{'EMA': '22.0754'}
2007-06-15,,{'EMA': '22.0510'}
2007-06-14,,{'EMA': '22.0117'}
2007-06-13,,{'EMA': '22.0056'}
2007-06-12,,{'EMA': '22.0266'}
2007-06-11,,{'EMA': '22.0503'}
2007-06-08,,{'EMA': '22.0779'}
2007-06-07,,{'EMA': '22.1345'}
2007-06-06,,{'EMA': '22.1647'}
2007-06-05,,{'EMA': '22.1724'}
2007-06-04,,{'EMA': '22.1628'}
2007-06-01,,{'EMA': '22.1667'}
2007-05-31,,{'EMA': '22.1441'}
2007-05-30,,{'EMA': '22.0953'}
2007-05-29,,{'EMA': '22.0830'}
2007-05-25,,{'EMA': '22.0739'}
2007-05-24,,{'EMA': '22.0791'}
2007-05-23,,{'EMA': '22.0660'}
2007-05-22,,{'EMA': '22.0297'}
2007-05-21,,{'EMA': '21.9854'}
2007-05-18,,{'EMA': '21.9490'}
2007-05-17,,{'EMA': '21.8916'}
2007-05-16,,{'EMA': '21.8240'}
2007-05-15,,{'EMA': '21.7519'}
2007-05-14,,{'EMA': '21.6799'}
2007-05-11,,{'EMA': '21.6122'}
2007-05-10,,{'EMA': '21.5573'}
2007-05-09,,{'EMA': '21.4890'}
2007-05-08,,{'EMA': '21.4124'}
2007-05-07,,{'EMA': '21.3296'}
2007-05-04,,{'EMA': '21.2501'}
2007-05-03,,{'EMA': '21.1510'}
2007-05-02,,{'EMA': '21.0479'}
2007-05-01,,{'EMA': '20.9496'}
2007-04-30,,{'EMA': '20.8742'}
2007-04-27,,{'EMA': '20.7774'}
2007-04-26,,{'EMA': '20.6681'}
2007-04-25,,{'EMA': '20.6261'}
2007-04-24,,{'EMA': '20.5966'}
2007-04-23,,{'EMA': '20.5692'}
2007-04-20,,{'EMA': '20.5267'}
2007-04-19,,{'EMA': '20.4786'}
2007-04-18,,{'EMA': '20.4720'}
2007-04-17,,{'EMA': '20.4452'}
2007-04-16,,{'EMA': '20.4143'}
2007-04-13,,{'EMA': '20.3824'}
2007-04-12,,{'EMA': '20.3597'}
2007-04-11,,{'EMA': '20.3616'}
2007-04-10,,{'EMA': '20.3462'}
2007-04-09,,{'EMA': '20.3148'}
2007-04-05,,{'EMA': '20.2748'}
2007-04-04,,{'EMA': '20.2493'}
2007-04-03,,{'EMA': '20.2438'}
2007-04-02,,{'EMA': '20.2485'}
2007-03-30,,{'EMA': '20.2516'}
2007-03-29,,{'EMA': '20.2651'}
2007-03-28,,{'EMA': '20.2734'}
2007-03-27,,{'EMA': '20.3014'}
2007-03-26,,{'EMA': '20.2989'}
2007-03-23,,{'EMA': '20.3034'}
2007-03-22,,{'EMA': '20.2880'}
2007-03-21,,{'EMA': '20.2493'}
2007-03-20,,{'EMA': '20.2521'}
2007-03-19,,{'EMA': '20.2526'}
2007-03-16,,{'EMA': '20.2959'}
2007-03-15,,{'EMA': '20.3428'}
2007-03-14,,{'EMA': '20.3966'}
2007-03-13,,{'EMA': '20.4920'}
2007-03-12,,{'EMA': '20.5658'}
2007-03-09,,{'EMA': '20.6521'}
2007-03-08,,{'EMA': '20.7295'}
2007-03-07,,{'EMA': '20.7930'}
2007-03-06,,{'EMA': '20.8599'}
2007-03-05,,{'EMA': '20.9307'}
2007-03-02,,{'EMA': '21.0309'}
2007-03-01,,{'EMA': '21.1028'}
2007-02-28,,{'EMA': '21.1963'}
2007-02-27,,{'EMA': '21.2898'}
2007-02-26,,{'EMA': '21.3376'}
2007-02-23,,{'EMA': '21.3719'}
2007-02-22,,{'EMA': '21.3909'}
2007-02-21,,{'EMA': '21.4056'}
2007-02-20,,{'EMA': '21.4620'}
2007-02-16,,{'EMA': '21.5328'}
2007-02-15,,{'EMA': '21.5907'}
2007-02-14,,{'EMA': '21.6055'}
2007-02-13,,{'EMA': '21.6514'}
2007-02-12,,{'EMA': '21.7114'}
2007-02-09,,{'EMA': '21.7954'}
2007-02-08,,{'EMA': '21.8546'}
2007-02-07,,{'EMA': '21.9277'}
2007-02-06,,{'EMA': '21.9792'}
2007-02-05,,{'EMA': '22.0394'}
2007-02-02,,{'EMA': '22.0783'}
2007-02-01,,{'EMA': '22.0596'}
2007-01-31,,{'EMA': '22.0375'}
2007-01-30,,{'EMA': '22.0444'}
2007-01-29,,{'EMA': '22.0403'}
2007-01-26,,{'EMA': '22.0301'}
2007-01-25,,{'EMA': '21.9777'}
2007-01-24,,{'EMA': '21.9302'}
2007-01-23,,{'EMA': '21.8996'}
2007-01-22,,{'EMA': '21.8767'}
2007-01-19,,{'EMA': '21.8205'}
2007-01-18,,{'EMA': '21.7825'}
2007-01-17,,{'EMA': '21.7104'}
2007-01-16,,{'EMA': '21.6231'}
2007-01-12,,{'EMA': '21.5271'}
2007-01-11,,{'EMA': '21.4656'}
2007-01-10,,{'EMA': '21.4622'}
2007-01-09,,{'EMA': '21.4556'}
2007-01-08,,{'EMA': '21.4339'}
2007-01-05,,{'EMA': '21.4352'}
2007-01-04,,{'EMA': '21.4382'}
2007-01-03,,{'EMA': '21.4364'}
2006-12-29,,{'EMA': '21.4193'}
2006-12-28,,{'EMA': '21.4040'}
2006-12-27,,{'EMA': '21.3872'}
2006-12-26,,{'EMA': '21.3594'}
2006-12-22,,{'EMA': '21.3620'}
2006-12-21,,{'EMA': '21.3435'}
2006-12-20,,{'EMA': '21.3012'}
2006-12-19,,{'EMA': '21.2648'}
2006-12-18,,{'EMA': '21.2449'}
2006-12-15,,{'EMA': '21.1884'}
2006-12-14,,{'EMA': '21.1298'}
2006-12-13,,{'EMA': '21.1091'}
2006-12-12,,{'EMA': '21.0816'}
2006-12-11,,{'EMA': '21.0542'}
2006-12-08,,{'EMA': '21.0509'}
2006-12-07,,{'EMA': '21.0739'}
2006-12-06,,{'EMA': '21.0892'}
2006-12-05,,{'EMA': '21.0962'}
2006-12-04,,{'EMA': '21.0847'}
2006-12-01,,{'EMA': '21.0816'}
2006-11-30,,{'EMA': '21.0780'}
2006-11-29,,{'EMA': '21.0605'}
2006-11-28,,{'EMA': '21.0397'}
2006-11-27,,{'EMA': '21.0240'}
2006-11-24,,{'EMA': '20.9815'}
2006-11-22,,{'EMA': '20.9370'}
2006-11-21,,{'EMA': '20.8655'}
2006-11-20,,{'EMA': '20.7913'}
2006-11-17,,{'EMA': '20.7378'}
2006-11-16,,{'EMA': '20.6942'}
2006-11-15,,{'EMA': '20.6588'}
2006-11-14,,{'EMA': '20.6206'}
2006-11-13,,{'EMA': '20.5673'}
2006-11-10,,{'EMA': '20.5225'}
2006-11-09,,{'EMA': '20.4746'}
2006-11-08,,{'EMA': '20.4262'}
2006-11-07,,{'EMA': '20.3968'}
2006-11-06,,{'EMA': '20.3587'}
2006-11-03,,{'EMA': '20.3232'}
2006-11-02,,{'EMA': '20.2784'}
2006-11-01,,{'EMA': '20.2392'}
2006-10-31,,{'EMA': '20.1911'}
2006-10-30,,{'EMA': '20.1467'}
2006-10-27,,{'EMA': '20.1203'}
2006-10-26,,{'EMA': '20.0812'}
2006-10-25,,{'EMA': '20.0496'}
2006-10-24,,{'EMA': '20.0185'}
2006-10-23,,{'EMA': '19.9735'}
2006-10-20,,{'EMA': '19.9333'}
2006-10-19,,{'EMA': '19.8762'}
2006-10-18,,{'EMA': '19.8227'}
2006-10-17,,{'EMA': '19.7531'}
2006-10-16,,{'EMA': '19.6952'}
2006-10-13,,{'EMA': '19.6142'}
2006-10-12,,{'EMA': '19.5353'}
2006-10-11,,{'EMA': '19.5031'}
2006-10-10,,{'EMA': '19.4764'}
2006-10-09,,{'EMA': '19.4305'}
2006-10-06,,{'EMA': '19.3720'}
2006-10-05,,{'EMA': '19.3106'}
2006-10-04,,{'EMA': '19.2315'}
2006-10-03,,{'EMA': '19.1827'}
2006-10-02,,{'EMA': '19.1304'}
2006-09-29,,{'EMA': '19.0765'}
2006-09-28,,{'EMA': '19.0150'}
2006-09-27,,{'EMA': '18.9387'}
2006-09-26,,{'EMA': '18.8757'}
2006-09-25,,{'EMA': '18.8259'}
2006-09-22,,{'EMA': '18.7783'}
2006-09-21,,{'EMA': '18.7244'}
2006-09-20,,{'EMA': '18.6357'}
2006-09-19,,{'EMA': '18.5546'}
2006-09-18,,{'EMA': '18.4849'}
2006-09-15,,{'EMA': '18.4082'}
2006-09-14,,{'EMA': '18.3353'}
2006-09-13,,{'EMA': '18.2976'}
2006-09-12,,{'EMA': '18.2684'}
2006-09-11,,{'EMA': '18.2306'}
2006-09-08,,{'EMA': '18.2228'}
2006-09-07,,{'EMA': '18.2070'}
2006-09-06,,{'EMA': '18.1932'}
2006-09-05,,{'EMA': '18.1759'}
2006-09-01,,{'EMA': '18.1438'}
2006-08-31,,{'EMA': '18.0942'}
2006-08-30,,{'EMA': '18.0411'}
2006-08-29,,{'EMA': '17.9841'}
